sep=,
imagehere,name,label,price
15\0\199.jpg,国産〆いわし,15,110
6\0\281.jpg,煮穴子,6,121
17\0\165.jpg,うなぎ,17,220
44\0\670.jpg,とろサーモン塩炙り,44,110
12\0\384.jpg,特盛いくら,12,330
68\0\233.jpg,ねぎとろ軍艦,68,110
62\0\150.jpg,とびこ軍艦,62,110
12\0\385.jpg,いくら,12,165
6\0\282.jpg,上穴子,6,605
57\0\70.jpg,玉子,57,107
55\0\229.jpg,たこ,55,107
44\0\671.jpg,サーモン,44,140
11\0\233.jpg,いか,11,140
19\0\573.jpg,海老,19,162
27\0\53.jpg,かにみそ,27,162
15\0\200.jpg,いわし,15,184
19\0\574.jpg,甘えび,19,184
5\0\279.jpg,あじ,5,184
39\0\52.jpg,こはだ,39,217
41\0\138.jpg,さば,41,217
26\0\187.jpg,かつお,26,217
78\0\224.jpg,ほたて,78,250
6\0\283.jpg,あなご,6,250
20\0\84.jpg,えんがわ,20,250
19\0\575.jpg,特大赤海老,19,250
54\0\63.jpg,たい,54,250
33\0\43.jpg,金目鯛,33,294
5\0\280.jpg,しまあじ,5,294
68\0\234.jpg,ねぎとろ,68,294
12\0\386.jpg,いくら,12,371
60\0\211.jpg,つぶ貝,60,437
4\0\46.jpg,赤貝,4,437
19\0\576.jpg,ぼたんえび,19,481
9\0\36.jpg,あわび,9,481
18\1\45.jpg,うに,18,1078
44\0\672.jpg,サーモンロール,44,748
79\0\18.jpg,ほたるいか沖漬け,79,517
77\0\18.jpg,あぶり三貫,77,341
19\0\577.jpg,海老三貫,19,341
11\0\234.jpg,いか三昧,11,286
57\0\71.jpg,玉子三貫,57,231
10\0\10.jpg,あん肝つまみ,10,451
49\0\10.jpg,白子ぽん酢,49,451
40\0\6.jpg,さざえの磯煮,40,451
5\0\281.jpg,あじフライ,5,390
87\0\0.jpg,ヤリイカ天ぷら,87,390
81\1\81.jpg,まぐろ盛,81,1200
72\0\2.jpg,ヒラメ,72,430
33\0\44.jpg,金目鯛,33,550
69\0\4.jpg,のどぐろ,69,900
19\0\578.jpg,茹で車海老,19,760
21\0\27.jpg,大トロ,21,760
18\1\46.jpg,ウニ,18,1000
4\0\47.jpg,赤貝,4,540
55\0\230.jpg,タコ唐揚げ,55,530
81\1\82.jpg,まぐろ三昧,81,3080
81\1\83.jpg,まぐろづくし,81,3080
81\1\84.jpg,特上まぐろ三種握り,81,1265
20\0\85.jpg,えんがわトリオ,20,803
81\1\85.jpg,まぐろ三種握り,81,1034
19\0\579.jpg,海老三種握り,19,792
81\1\86.jpg,まぐろづくし,81,1500
6\0\284.jpg,上穴子,6,658
18\1\47.jpg,生うに,18,1628
55\0\231.jpg,たこの唐揚,55,528
18\0\35.jpg,うに,18,690
19\0\580.jpg,赤海老,19,500
52\0\150.jpg,天然スルメイカ,52,220
19\0\581.jpg,赤えび,19,165
81\0\299.jpg,まぐろ,81,110
1\0\161.jpg,びん長まぐろ,1,110
44\0\673.jpg,サーモン,44,110
44\0\674.jpg,とろサーモン,44,110
19\0\582.jpg,えび,19,110
11\0\235.jpg,真いか,11,110
26\0\188.jpg,天然かつお,26,165
55\0\232.jpg,生たこ,55,121
60\0\212.jpg,つぶ貝,60,165
78\0\225.jpg,ほたて,78,220
5\0\282.jpg,国産あじ,5,165
15\0\201.jpg,国産〆いわし,15,110
6\0\285.jpg,煮穴子,6,121
17\0\166.jpg,うなぎ,17,220
44\0\675.jpg,とろサーモン塩炙り,44,110
12\0\387.jpg,特盛いくら,12,330
68\0\235.jpg,ねぎとろ軍艦,68,110
62\0\151.jpg,とびこ軍艦,62,110
12\0\388.jpg,いくら,12,165
77\0\19.jpg,ごまぶり,77,690
49\0\11.jpg,白子ポン酢,49,590
15\0\202.jpg,いわし明太,15,390
20\0\86.jpg,えんがわ塩炙り,20,490
27\0\54.jpg,かに味噌,27,539
12\0\389.jpg,いくら,12,649
18\0\36.jpg,うに,18,649
19\0\583.jpg,ぼたんえび,19,350
19\0\584.jpg,車えび,19,350
27\0\55.jpg,かに,27,350
39\0\53.jpg,こはだ,39,200
41\0\139.jpg,しめさば,41,200
78\0\226.jpg,生ほたて,78,250
60\0\213.jpg,つぶ貝,60,250
12\0\390.jpg,いくら軍艦,12,250
18\0\37.jpg,うに軍艦,18,350
81\0\300.jpg,まぐろぶつ,81,500
44\1\33.jpg,サーモンロール,44,1200
27\0\56.jpg,かに味噌,27,858
21\1\10.jpg,まぐろ大トロ赤身盛合せ,21,1452
52\0\151.jpg,天然スルメイカ,52,220
19\0\585.jpg,赤えび,19,165
81\0\301.jpg,まぐろ,81,110
1\0\162.jpg,びん長まぐろ,1,110
44\0\676.jpg,サーモン,44,110
44\0\677.jpg,とろサーモン,44,110
19\0\586.jpg,えび,19,110
11\0\236.jpg,真いか,11,110
26\0\189.jpg,天然かつお,26,165
55\0\233.jpg,生たこ,55,121
60\0\214.jpg,つぶ貝,60,165
78\0\227.jpg,ほたて,78,220
5\0\283.jpg,国産あじ,5,165
15\0\203.jpg,国産〆いわし,15,110
6\0\286.jpg,煮穴子,6,121
17\0\167.jpg,うなぎ,17,220
44\0\678.jpg,とろサーモン塩炙り,44,110
12\0\391.jpg,特盛いくら,12,330
68\0\236.jpg,ねぎとろ軍艦,68,110
62\0\152.jpg,とびこ軍艦,62,110
12\0\392.jpg,いくら,12,165
12\0\393.jpg,北海いくら,12,660
81\1\87.jpg,鮪づくし,81,4950
10\1\4.jpg,あん肝ポン酢,10,1650
45\0\33.jpg,ししゃも,45,429
27\0\57.jpg,かに味噌,27,858
21\1\11.jpg,まぐろ大トロ赤身盛合せ,21,1452
27\0\58.jpg,かに味噌,27,858
21\1\12.jpg,まぐろ大トロ赤身盛合せ,21,1452
52\0\152.jpg,天然スルメイカ,52,220
19\0\587.jpg,赤えび,19,165
81\0\302.jpg,まぐろ,81,110
1\0\163.jpg,びん長まぐろ,1,110
44\0\679.jpg,サーモン,44,110
44\0\680.jpg,とろサーモン,44,110
19\0\588.jpg,えび,19,110
11\0\237.jpg,真いか,11,110
26\0\190.jpg,天然かつお,26,165
55\0\234.jpg,生たこ,55,121
60\0\215.jpg,つぶ貝,60,165
78\0\228.jpg,ほたて,78,220
5\0\284.jpg,国産あじ,5,165
15\0\204.jpg,国産〆いわし,15,110
6\0\287.jpg,煮穴子,6,121
17\0\168.jpg,うなぎ,17,220
44\0\681.jpg,とろサーモン塩炙り,44,110
12\0\394.jpg,特盛いくら,12,330
68\0\237.jpg,ねぎとろ軍艦,68,110
62\0\153.jpg,とびこ軍艦,62,110
12\0\395.jpg,いくら,12,165
63\0\0.jpg,鳥貝にぎり,63,660
6\1\36.jpg,穴子寿司タレ,6,3080
14\0\24.jpg,いなり,14,110
18\1\48.jpg,うに,18,1100
9\0\37.jpg,あわび,9,880
4\0\48.jpg,赤貝,4,660
19\0\589.jpg,車海老,19,660
6\0\288.jpg,穴子タレ,6,440
6\0\289.jpg,穴子柚子塩,6,440
41\0\140.jpg,〆サバ,41,440
42\0\0.jpg,さより,42,440
5\0\285.jpg,鯵,5,440
78\0\229.jpg,ほたて,78,440
8\0\21.jpg,甘海老,8,440
12\0\396.jpg,いくら,12,440
55\0\235.jpg,たこ,55,275
11\0\238.jpg,いか,11,275
57\0\72.jpg,玉子,57,110
10\1\5.jpg,あん肝,10,1320
52\0\153.jpg,天然スルメイカ,52,220
19\0\590.jpg,赤えび,19,165
81\0\303.jpg,まぐろ,81,110
1\0\164.jpg,びん長まぐろ,1,110
44\0\682.jpg,サーモン,44,110
44\0\683.jpg,とろサーモン,44,110
19\0\591.jpg,えび,19,110
11\0\239.jpg,真いか,11,110
26\0\191.jpg,天然かつお,26,165
55\0\236.jpg,生たこ,55,121
60\0\216.jpg,つぶ貝,60,165
78\0\230.jpg,ほたて,78,220
5\0\286.jpg,国産あじ,5,165
15\0\205.jpg,国産〆いわし,15,110
6\0\290.jpg,煮穴子,6,121
17\0\169.jpg,うなぎ,17,220
44\0\684.jpg,とろサーモン塩炙り,44,110
12\0\397.jpg,特盛いくら,12,330
68\0\238.jpg,ねぎとろ軍艦,68,110
62\0\154.jpg,とびこ軍艦,62,110
12\0\398.jpg,いくら,12,165
11\0\240.jpg,ほたるいか,11,800
41\0\141.jpg,炙り〆サバ,41,480
81\0\304.jpg,まぐろカマ煮,81,580
44\0\685.jpg,サーモンお造り,44,275
27\0\59.jpg,かに味噌,27,858
21\1\13.jpg,まぐろ大トロ赤身盛合せ,21,1452
52\0\154.jpg,天然スルメイカ,52,220
19\0\592.jpg,赤えび,19,165
81\0\305.jpg,まぐろ,81,110
1\0\165.jpg,びん長まぐろ,1,110
44\0\686.jpg,サーモン,44,110
44\0\687.jpg,とろサーモン,44,110
19\0\593.jpg,えび,19,110
11\0\241.jpg,真いか,11,110
26\0\192.jpg,天然かつお,26,165
55\0\237.jpg,生たこ,55,121
60\0\217.jpg,つぶ貝,60,165
78\0\231.jpg,ほたて,78,220
5\0\287.jpg,国産あじ,5,165
15\0\206.jpg,国産〆いわし,15,110
6\0\291.jpg,煮穴子,6,121
17\0\170.jpg,うなぎ,17,220
44\0\688.jpg,とろサーモン塩炙り,44,110
12\0\399.jpg,特盛いくら,12,330
68\0\239.jpg,ねぎとろ軍艦,68,110
62\0\155.jpg,とびこ軍艦,62,110
12\0\400.jpg,いくら,12,165
18\0\38.jpg,北海うに,18,400
59\0\23.jpg,中トロ,59,380
52\0\155.jpg,天然スルメイカ,52,220
19\0\594.jpg,赤えび,19,165
81\0\306.jpg,まぐろ,81,110
1\0\166.jpg,びん長まぐろ,1,110
44\0\689.jpg,サーモン,44,110
44\0\690.jpg,とろサーモン,44,110
19\0\595.jpg,えび,19,110
11\0\242.jpg,真いか,11,110
26\0\193.jpg,天然かつお,26,165
55\0\238.jpg,生たこ,55,121
60\0\218.jpg,つぶ貝,60,165
78\0\232.jpg,ほたて,78,220
5\0\288.jpg,国産あじ,5,165
15\0\207.jpg,国産〆いわし,15,110
6\0\292.jpg,煮穴子,6,121
17\0\171.jpg,うなぎ,17,220
44\0\691.jpg,とろサーモン塩炙り,44,110
12\0\401.jpg,特盛いくら,12,330
68\0\240.jpg,ねぎとろ軍艦,68,110
62\0\156.jpg,とびこ軍艦,62,110
12\0\402.jpg,いくら,12,165
19\1\32.jpg,海老天重,19,1750
12\0\403.jpg,包み寿司　いくら,12,318
18\0\39.jpg,包み寿司　ウニ,18,538
6\1\37.jpg,穴子ロール,6,1078
45\0\34.jpg,ししゃも,45,429
10\0\11.jpg,あん肝ポン酢,10,790
81\0\307.jpg,マグロユッケ,81,880
81\1\88.jpg,マグロ赤身お造り,81,1080
69\1\0.jpg,のどぐろ造り,69,1980
81\0\308.jpg,鮪かまトロ握り,81,660
52\0\156.jpg,天然スルメイカ,52,220
19\0\596.jpg,赤えび,19,165
81\0\309.jpg,まぐろ,81,110
1\0\167.jpg,びん長まぐろ,1,110
44\0\692.jpg,サーモン,44,110
44\0\693.jpg,とろサーモン,44,110
19\0\597.jpg,えび,19,110
11\0\243.jpg,真いか,11,110
26\0\194.jpg,天然かつお,26,165
55\0\239.jpg,生たこ,55,121
60\0\219.jpg,つぶ貝,60,165
78\0\233.jpg,ほたて,78,220
5\0\289.jpg,国産あじ,5,165
15\0\208.jpg,国産〆いわし,15,110
6\0\293.jpg,煮穴子,6,121
17\0\172.jpg,うなぎ,17,220
44\0\694.jpg,とろサーモン塩炙り,44,110
12\0\404.jpg,特盛いくら,12,330
68\0\241.jpg,ねぎとろ軍艦,68,110
62\0\157.jpg,とびこ軍艦,62,110
12\0\405.jpg,いくら,12,165
52\0\157.jpg,天然スルメイカ,52,220
19\0\598.jpg,赤えび,19,165
81\0\310.jpg,まぐろ,81,110
1\0\168.jpg,びん長まぐろ,1,110
44\0\695.jpg,サーモン,44,110
44\0\696.jpg,とろサーモン,44,110
19\0\599.jpg,えび,19,110
11\0\244.jpg,真いか,11,110
26\0\195.jpg,天然かつお,26,165
55\0\240.jpg,生たこ,55,121
60\0\220.jpg,つぶ貝,60,165
78\0\234.jpg,ほたて,78,220
5\0\290.jpg,国産あじ,5,165
15\0\209.jpg,国産〆いわし,15,110
6\0\294.jpg,煮穴子,6,121
17\0\173.jpg,うなぎ,17,220
44\0\697.jpg,とろサーモン塩炙り,44,110
12\0\406.jpg,特盛いくら,12,330
68\0\242.jpg,ねぎとろ軍艦,68,110
62\0\158.jpg,とびこ軍艦,62,110
12\0\407.jpg,いくら,12,165
52\0\158.jpg,天然スルメイカ,52,220
19\0\600.jpg,赤えび,19,165
81\0\311.jpg,まぐろ,81,110
1\0\169.jpg,びん長まぐろ,1,110
44\0\698.jpg,サーモン,44,110
44\0\699.jpg,とろサーモン,44,110
19\0\601.jpg,えび,19,110
11\0\245.jpg,真いか,11,110
26\0\196.jpg,天然かつお,26,165
55\0\241.jpg,生たこ,55,121
60\0\221.jpg,つぶ貝,60,165
78\0\235.jpg,ほたて,78,220
5\0\291.jpg,国産あじ,5,165
15\0\210.jpg,国産〆いわし,15,110
6\0\295.jpg,煮穴子,6,121
17\0\174.jpg,うなぎ,17,220
44\0\700.jpg,とろサーモン塩炙り,44,110
12\0\408.jpg,特盛いくら,12,330
68\0\243.jpg,ねぎとろ軍艦,68,110
62\0\159.jpg,とびこ軍艦,62,110
12\0\409.jpg,いくら,12,165
52\0\159.jpg,天然スルメイカ,52,220
19\0\602.jpg,赤えび,19,165
81\0\312.jpg,まぐろ,81,110
1\0\170.jpg,びん長まぐろ,1,110
44\0\701.jpg,サーモン,44,110
44\0\702.jpg,とろサーモン,44,110
19\0\603.jpg,えび,19,110
11\0\246.jpg,真いか,11,110
26\0\197.jpg,天然かつお,26,165
55\0\242.jpg,生たこ,55,121
60\0\222.jpg,つぶ貝,60,165
78\0\236.jpg,ほたて,78,220
5\0\292.jpg,国産あじ,5,165
15\0\211.jpg,国産〆いわし,15,110
6\0\296.jpg,煮穴子,6,121
17\0\175.jpg,うなぎ,17,220
44\0\703.jpg,とろサーモン塩炙り,44,110
12\0\410.jpg,特盛いくら,12,330
68\0\244.jpg,ねぎとろ軍艦,68,110
62\0\160.jpg,とびこ軍艦,62,110
12\0\411.jpg,いくら,12,165
52\0\160.jpg,天然スルメイカ,52,220
19\0\604.jpg,赤えび,19,165
81\0\313.jpg,まぐろ,81,110
1\0\171.jpg,びん長まぐろ,1,110
44\0\704.jpg,サーモン,44,110
44\0\705.jpg,とろサーモン,44,110
19\0\605.jpg,えび,19,110
11\0\247.jpg,真いか,11,110
26\0\198.jpg,天然かつお,26,165
55\0\243.jpg,生たこ,55,121
60\0\223.jpg,つぶ貝,60,165
78\0\237.jpg,ほたて,78,220
5\0\293.jpg,国産あじ,5,165
15\0\212.jpg,国産〆いわし,15,110
6\0\297.jpg,煮穴子,6,121
17\0\176.jpg,うなぎ,17,220
44\0\706.jpg,とろサーモン塩炙り,44,110
12\0\412.jpg,特盛いくら,12,330
68\0\245.jpg,ねぎとろ軍艦,68,110
62\0\161.jpg,とびこ軍艦,62,110
12\0\413.jpg,いくら,12,165
52\0\161.jpg,天然スルメイカ,52,220
19\0\606.jpg,赤えび,19,165
81\0\314.jpg,まぐろ,81,110
1\0\172.jpg,びん長まぐろ,1,110
44\0\707.jpg,サーモン,44,110
44\0\708.jpg,とろサーモン,44,110
19\0\607.jpg,えび,19,110
11\0\248.jpg,真いか,11,110
26\0\199.jpg,天然かつお,26,165
55\0\244.jpg,生たこ,55,121
60\0\224.jpg,つぶ貝,60,165
78\0\238.jpg,ほたて,78,220
5\0\294.jpg,国産あじ,5,165
15\0\213.jpg,国産〆いわし,15,110
6\0\298.jpg,煮穴子,6,121
17\0\177.jpg,うなぎ,17,220
44\0\709.jpg,とろサーモン塩炙り,44,110
12\0\414.jpg,特盛いくら,12,330
68\0\246.jpg,ねぎとろ軍艦,68,110
62\0\162.jpg,とびこ軍艦,62,110
12\0\415.jpg,いくら,12,165
52\0\162.jpg,天然スルメイカ,52,220
19\0\608.jpg,赤えび,19,165
81\0\315.jpg,まぐろ,81,110
1\0\173.jpg,びん長まぐろ,1,110
44\0\710.jpg,サーモン,44,110
44\0\711.jpg,とろサーモン,44,110
19\0\609.jpg,えび,19,110
11\0\249.jpg,真いか,11,110
26\0\200.jpg,天然かつお,26,165
55\0\245.jpg,生たこ,55,121
60\0\225.jpg,つぶ貝,60,165
78\0\239.jpg,ほたて,78,220
5\0\295.jpg,国産あじ,5,165
15\0\214.jpg,国産〆いわし,15,110
6\0\299.jpg,煮穴子,6,121
17\0\178.jpg,うなぎ,17,220
44\0\712.jpg,とろサーモン塩炙り,44,110
12\0\416.jpg,特盛いくら,12,330
68\0\247.jpg,ねぎとろ軍艦,68,110
62\0\163.jpg,とびこ軍艦,62,110
12\0\417.jpg,いくら,12,165
52\0\163.jpg,天然スルメイカ,52,220
19\0\610.jpg,赤えび,19,165
81\0\316.jpg,まぐろ,81,110
1\0\174.jpg,びん長まぐろ,1,110
44\0\713.jpg,サーモン,44,110
44\0\714.jpg,とろサーモン,44,110
19\0\611.jpg,えび,19,110
11\0\250.jpg,真いか,11,110
26\0\201.jpg,天然かつお,26,165
55\0\246.jpg,生たこ,55,121
60\0\226.jpg,つぶ貝,60,165
78\0\240.jpg,ほたて,78,220
5\0\296.jpg,国産あじ,5,165
15\0\215.jpg,国産〆いわし,15,110
6\0\300.jpg,煮穴子,6,121
17\0\179.jpg,うなぎ,17,220
44\0\715.jpg,とろサーモン塩炙り,44,110
12\0\418.jpg,特盛いくら,12,330
68\0\248.jpg,ねぎとろ軍艦,68,110
62\0\164.jpg,とびこ軍艦,62,110
12\0\419.jpg,いくら,12,165
55\0\247.jpg,タコキムチ,55,600
52\0\164.jpg,天然スルメイカ,52,220
19\0\612.jpg,赤えび,19,165
81\0\317.jpg,まぐろ,81,110
1\0\175.jpg,びん長まぐろ,1,110
44\0\716.jpg,サーモン,44,110
44\0\717.jpg,とろサーモン,44,110
19\0\613.jpg,えび,19,110
11\0\251.jpg,真いか,11,110
26\0\202.jpg,天然かつお,26,165
55\0\248.jpg,生たこ,55,121
60\0\227.jpg,つぶ貝,60,165
78\0\241.jpg,ほたて,78,220
5\0\297.jpg,国産あじ,5,165
15\0\216.jpg,国産〆いわし,15,110
6\0\301.jpg,煮穴子,6,121
17\0\180.jpg,うなぎ,17,220
44\0\718.jpg,とろサーモン塩炙り,44,110
12\0\420.jpg,特盛いくら,12,330
68\0\249.jpg,ねぎとろ軍艦,68,110
62\0\165.jpg,とびこ軍艦,62,110
12\0\421.jpg,いくら,12,165
52\0\165.jpg,天然スルメイカ,52,220
19\0\614.jpg,赤えび,19,165
81\0\318.jpg,まぐろ,81,110
1\0\176.jpg,びん長まぐろ,1,110
44\0\719.jpg,サーモン,44,110
44\0\720.jpg,とろサーモン,44,110
19\0\615.jpg,えび,19,110
11\0\252.jpg,真いか,11,110
26\0\203.jpg,天然かつお,26,165
55\0\249.jpg,生たこ,55,121
60\0\228.jpg,つぶ貝,60,165
78\0\242.jpg,ほたて,78,220
5\0\298.jpg,国産あじ,5,165
15\0\217.jpg,国産〆いわし,15,110
6\0\302.jpg,煮穴子,6,121
17\0\181.jpg,うなぎ,17,220
44\0\721.jpg,とろサーモン塩炙り,44,110
12\0\422.jpg,特盛いくら,12,330
68\0\250.jpg,ねぎとろ軍艦,68,110
62\0\166.jpg,とびこ軍艦,62,110
12\0\423.jpg,いくら,12,165
52\0\166.jpg,天然スルメイカ,52,220
19\0\616.jpg,赤えび,19,165
81\0\319.jpg,まぐろ,81,110
1\0\177.jpg,びん長まぐろ,1,110
44\0\722.jpg,サーモン,44,110
44\0\723.jpg,とろサーモン,44,110
19\0\617.jpg,えび,19,110
11\0\253.jpg,真いか,11,110
26\0\204.jpg,天然かつお,26,165
55\0\250.jpg,生たこ,55,121
60\0\229.jpg,つぶ貝,60,165
78\0\243.jpg,ほたて,78,220
5\0\299.jpg,国産あじ,5,165
15\0\218.jpg,国産〆いわし,15,110
6\0\303.jpg,煮穴子,6,121
17\0\182.jpg,うなぎ,17,220
44\0\724.jpg,とろサーモン塩炙り,44,110
12\0\424.jpg,特盛いくら,12,330
68\0\251.jpg,ねぎとろ軍艦,68,110
62\0\167.jpg,とびこ軍艦,62,110
12\0\425.jpg,いくら,12,165
19\0\618.jpg,えび天,19,160
14\0\25.jpg,いなり,14,110
44\0\725.jpg,鮭,44,140
19\0\619.jpg,えび天,19,160
14\0\26.jpg,いなり,14,110
44\0\726.jpg,鮭,44,140
45\0\35.jpg,子持ちししゃも,45,320
41\0\142.jpg,炙り〆鯖,41,420
19\0\620.jpg,えび天,19,340
31\0\3.jpg,キス天,31,340
41\0\143.jpg,〆さば寿司,41,580
68\0\252.jpg,ネギトロ,68,253
20\0\87.jpg,えんがわ,20,275
59\0\24.jpg,中トロ,59,440
21\0\28.jpg,大トロ,21,539
6\0\304.jpg,肉穴子,6,539
44\0\727.jpg,サーモンづくし,44,780
19\1\33.jpg,海老づくし,19,1280
44\0\728.jpg,サーモン押し寿司,44,780
19\1\34.jpg,白海老押し寿司,19,1480
79\0\19.jpg,ホタルイカ沖漬,79,500
77\0\20.jpg,鰤大根,77,580
77\0\21.jpg,ぶり三種,77,411
19\0\621.jpg,海老三種,19,605
6\1\38.jpg,穴子棒寿司,6,1620
41\1\40.jpg,鯖棒寿司,41,1620
19\0\622.jpg,えび天,19,160
14\0\27.jpg,いなり,14,110
44\0\729.jpg,鮭,44,140
19\0\623.jpg,えび天,19,160
14\0\28.jpg,いなり,14,110
44\0\730.jpg,鮭,44,140
49\0\12.jpg,白子酢,49,800
10\0\12.jpg,あん肝,10,550
12\0\426.jpg,いくらおろし,12,638
41\0\144.jpg,炙り〆鯖,41,438
81\0\320.jpg,まぐろ握り,81,438
81\0\321.jpg,炙りまぐろ握り,81,438
81\0\322.jpg,漬けまぐろ握り,81,438
54\0\64.jpg,真鯛握り,54,438
44\0\731.jpg,サーモン握り,44,328
44\0\732.jpg,炙りサーモン握り,44,328
44\0\733.jpg,サーモンマヨ握り,44,328
45\0\36.jpg,子持ちししゃも,45,328
41\0\145.jpg,炙り〆鯖,41,438
81\0\323.jpg,まぐろ握り,81,438
81\0\324.jpg,炙りまぐろ握り,81,438
81\0\325.jpg,漬けまぐろ握り,81,438
54\0\65.jpg,真鯛握り,54,438
44\0\734.jpg,サーモン握り,44,328
44\0\735.jpg,炙りサーモン握り,44,328
44\0\736.jpg,サーモンマヨ握り,44,328
45\0\37.jpg,子持ちししゃも,45,328
27\1\4.jpg,蟹寿司,27,2000
27\1\5.jpg,香箱蟹,27,2800
27\1\6.jpg,かにずし,27,2000
41\1\41.jpg,トロ鯖寿司,41,1700
79\0\20.jpg,ほたるいか酢味噌,79,900
41\0\146.jpg,トロさばたたき,41,900
49\1\1.jpg,白子酢,49,2000
47\0\1.jpg,地物 しゃこ,47,400
41\0\147.jpg,生さば,41,250
81\0\326.jpg,まぐろユッケ,81,693
81\0\327.jpg,まぐろ茶漬け,81,429
53\1\4.jpg,ズワイガニ,53,8000
27\1\7.jpg,カニ面単品,27,1080
77\0\22.jpg,ぶり,77,270
81\1\89.jpg,まぐろづくし,81,1944
19\0\624.jpg,がす海老,19,508
41\0\148.jpg,さばぬた,41,490
81\0\328.jpg,まぐろユッケ,81,590
6\0\305.jpg,穴子,6,200
41\1\42.jpg,サバ棒寿司,41,1800
44\0\737.jpg,サーモン三種,44,737
19\0\625.jpg,海老三種,19,858
27\1\8.jpg,香箱カニ,27,2400
27\0\60.jpg,かに酢,27,500
79\0\21.jpg,ホタルイカ沖漬,79,400
19\1\35.jpg,えびふらい,19,2300
19\0\626.jpg,えび天,19,160
14\0\29.jpg,いなり,14,110
44\0\738.jpg,鮭,44,140
19\0\627.jpg,がす海老,19,508
41\0\149.jpg,さばぬた,41,490
81\0\329.jpg,まぐろユッケ,81,590
19\0\628.jpg,海老天,19,280
78\0\244.jpg,ホタテ天,78,180
31\0\4.jpg,キス天,31,250
27\0\61.jpg,カニカマ,27,100
19\0\629.jpg,えび天,19,160
14\0\30.jpg,いなり,14,110
44\0\739.jpg,鮭,44,140
19\0\630.jpg,えび天,19,160
14\0\31.jpg,いなり,14,110
44\0\740.jpg,鮭,44,140
41\0\150.jpg,炙り〆鯖,41,438
45\0\38.jpg,子持ちししゃも,45,328
6\0\306.jpg,穴子,6,200
49\1\2.jpg,白子ポン酢,49,2500
27\1\9.jpg,・カニ押し寿司,27,1750
17\1\14.jpg,・うなぎ,17,1750
41\0\151.jpg,・しめ鯖,41,650
18\0\40.jpg,生うに,18,750
17\0\183.jpg,うなぎ,17,420
12\0\427.jpg,いくら,12,640
30\0\26.jpg,かんぱち,30,420
81\0\330.jpg,まぐろ,81,330
77\0\23.jpg,ぶり,77,330
81\0\331.jpg,漬けまぐろ,81,330
54\0\66.jpg,真鯛,54,330
4\0\49.jpg,赤貝,4,330
78\0\245.jpg,ほたて,78,330
44\0\741.jpg,とろサーモン,44,330
44\0\742.jpg,サーモン,44,290
19\0\631.jpg,甘えび,19,290
20\0\88.jpg,えんがわ,20,290
19\0\632.jpg,赤えび,19,290
19\0\633.jpg,えび天,19,290
60\0\230.jpg,つぶ貝,60,250
41\0\152.jpg,〆さば,41,250
1\0\178.jpg,びんちょう,1,250
55\0\251.jpg,たこ,55,250
11\0\254.jpg,やりいか,11,250
11\0\255.jpg,いか天,11,250
81\0\332.jpg,まぐろ三昧,81,640
19\0\634.jpg,えび三昧,19,330
19\0\635.jpg,えび三昧,19,420
18\0\41.jpg,生うに,18,750
12\0\428.jpg,いくら,12,640
25\0\10.jpg,数の子,25,530
17\0\184.jpg,うなぎ,17,420
41\0\153.jpg,鯖の押し寿司,41,420
30\0\27.jpg,かんぱち,30,420
54\0\67.jpg,真鯛,54,330
19\0\636.jpg,甘えび,19,330
78\0\246.jpg,ほたて,78,330
4\0\50.jpg,赤貝,4,330
44\0\743.jpg,とろサーモン,44,330
81\0\333.jpg,まぐろ,81,330
81\0\334.jpg,漬けまぐろ,81,330
20\0\89.jpg,えんがわ,20,290
19\0\637.jpg,赤えび,19,290
5\0\300.jpg,あじ,5,290
19\0\638.jpg,えび天,19,290
70\0\5.jpg,はまち,70,290
44\0\744.jpg,サーモン,44,290
11\0\256.jpg,いか天,11,250
1\0\179.jpg,びんちょうまぐろ,1,250
60\0\231.jpg,つぶ貝,60,250
19\0\639.jpg,えび,19,250
55\0\252.jpg,たこ,55,250
41\0\154.jpg,しめさば,41,250
11\0\257.jpg,やりいか,11,250
39\0\54.jpg,こはだ,39,200
18\0\42.jpg,生うに,18,750
17\0\185.jpg,うなぎ,17,420
12\0\429.jpg,いくら,12,640
30\0\28.jpg,かんぱち,30,420
81\0\335.jpg,まぐろ,81,330
77\0\24.jpg,ぶり,77,330
81\0\336.jpg,漬けまぐろ,81,330
54\0\68.jpg,真鯛,54,330
4\0\51.jpg,赤貝,4,330
78\0\247.jpg,ほたて,78,330
44\0\745.jpg,とろサーモン,44,330
44\0\746.jpg,サーモン,44,290
19\0\640.jpg,甘えび,19,290
20\0\90.jpg,えんがわ,20,290
19\0\641.jpg,赤えび,19,290
19\0\642.jpg,えび天,19,290
60\0\232.jpg,つぶ貝,60,250
41\0\155.jpg,〆さば,41,250
1\0\180.jpg,びんちょう,1,250
55\0\253.jpg,たこ,55,250
11\0\258.jpg,やりいか,11,250
11\0\259.jpg,いか天,11,250
81\0\337.jpg,まぐろ三昧,81,640
19\0\643.jpg,えび三昧,19,330
18\0\43.jpg,生うに,18,750
17\0\186.jpg,うなぎ,17,420
12\0\430.jpg,いくら,12,640
30\0\29.jpg,かんぱち,30,420
81\0\338.jpg,まぐろ,81,330
77\0\25.jpg,ぶり,77,330
81\0\339.jpg,漬けまぐろ,81,330
54\0\69.jpg,真鯛,54,330
